Recipe Title,Category,Ingredients,Instructions,Prep Time,Cook Time,Total Time,Servings
Easy Boneless Chicken Karahi,meat and poultry,"['3 tablespoon neutral oil canola/sunflower/vegetable', '1 tablespoon cumin seeds', '1 teaspoon crushed garlic', '1 teaspoon crushed ginger finely chopped', ""2 bird's eye chili  roughly chopped"", '1 ½ pound (~ 700 grams) boneless chicken preferably chicken thighs, diced', '1 ½ teaspoon salt or to taste', '6 roma tomatoes de-seeded, roughly chopped', '1 tablespoon red chili flakes', '1 teaspoon black pepper', '1 teaspoon garam masala powder', '4 tablespoon finely chopped cilantro', '1 tablespoon full-fat yogurt lightly whisked (optional)']","['Heat oil in a large karahi or wok. When the oil begins to shimmer, add cumin seeds. Fry until fragrant, roughly 30 seconds or less.', 'Lower heat and add crushed garlic, ginger and diced green chilies. Fry until fragrant, roughly 30 seconds or less.', 'Turn the heat up to high, and add chicken and salt. Sear until no longer pink, about 5-10 minutes.', 'Add chopped tomatoes and stir continuously on high heat until jammy, about 10 minutes.', 'Add red chili flakes, black pepper and garam masala powder, and mix well. Check for salt.', 'Let the chicken simmer on high heat until the gravy reduces, about 5 minutes.', 'Lower heat and add cilantro and yogurt. Stir until well-mixed.', 'Remove from heat. Garnish with finely chopped cilantro, green chilies, and ginger.']",30,45,60,4
Easy Gujarati Style Aloo (Spiced Potatoes),breakfast,"['3 medium-sized potatoes', 'Salt to taste', '1 teaspoon red chili flakes', '2 tablespoon neutral oil canola/sunflower/vegetable', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds', '4 kadi patta or curry leaves optional', '4 dried red chilies preferably round', '½ teaspoon turmeric powder', '½ teaspoon cumin powder', '5 tablespoon full-fat yogurt brought to room temperature']","['Boil potatoes until soft. Peel them and cut each potato in equal parts.', 'Gently toss chopped potatoes in a bowl with salt and red chili flakes. Set aside.', 'In a large wok, heat oil. Add mustard seeds, cumin seeds, kadi patta, and dried chilies (in that order). On medium-low heat, briefly fry until they change color, making sure they don’t burn, about 1 minute.', 'Add turmeric powder and cumin powder, and fry until aromatic.', 'Gently add the potatoes, coating them in the spices for a couple of minutes on medium heat.', 'Remove from heat, and gently mix in yogurt.']",15,5,20,4
Easy Gujarati Style Aloo (Spiced Potatoes),sides,"['3 medium-sized potatoes', 'Salt to taste', '1 teaspoon red chili flakes', '2 tablespoon neutral oil canola/sunflower/vegetable', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds', '4 kadi patta or curry leaves optional', '4 dried red chilies preferably round', '½ teaspoon turmeric powder', '½ teaspoon cumin powder', '5 tablespoon full-fat yogurt brought to room temperature']","['Boil potatoes until soft. Peel them and cut each potato in equal parts.', 'Gently toss chopped potatoes in a bowl with salt and red chili flakes. Set aside.', 'In a large wok, heat oil. Add mustard seeds, cumin seeds, kadi patta, and dried chilies (in that order). On medium-low heat, briefly fry until they change color, making sure they don’t burn, about 1 minute.', 'Add turmeric powder and cumin powder, and fry until aromatic.', 'Gently add the potatoes, coating them in the spices for a couple of minutes on medium heat.', 'Remove from heat, and gently mix in yogurt.']",15,5,20,4
Easy Gujarati Style Aloo (Spiced Potatoes),vegetarian mains,"['3 medium-sized potatoes', 'Salt to taste', '1 teaspoon red chili flakes', '2 tablespoon neutral oil canola/sunflower/vegetable', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds', '4 kadi patta or curry leaves optional', '4 dried red chilies preferably round', '½ teaspoon turmeric powder', '½ teaspoon cumin powder', '5 tablespoon full-fat yogurt brought to room temperature']","['Boil potatoes until soft. Peel them and cut each potato in equal parts.', 'Gently toss chopped potatoes in a bowl with salt and red chili flakes. Set aside.', 'In a large wok, heat oil. Add mustard seeds, cumin seeds, kadi patta, and dried chilies (in that order). On medium-low heat, briefly fry until they change color, making sure they don’t burn, about 1 minute.', 'Add turmeric powder and cumin powder, and fry until aromatic.', 'Gently add the potatoes, coating them in the spices for a couple of minutes on medium heat.', 'Remove from heat, and gently mix in yogurt.']",15,5,20,4
Easy Pakistani Style Chicken Drumsticks,mains,"['½ cup whole milk yogurt lightly whisked', '2 teaspoon Kashmiri red chili powder or 1 teaspoon cayenne red pepper', '1 teaspoon salt or to taste', '1 teaspoon garam masala powder', '1 tablespoon crushed ginger', '1 tablespoon crushed garlic', '1 tablespoon lemon juice', '6 skinless chicken drumsticks or roughly 1 pound bone-in chicken pieces', '1 tablespoon olive oil']","['Add whisked yogurt, chili powder, salt, garam masala powder, lemon juice, crushed ginger and garlic to a medium size bowl and mix well.', 'Make diagonal slits in the chicken and coat in yogurt marinade. Cover and refrigerate for 3 hours or overnight.', 'Grease ovenproof dish or sheet pan with roughly 1 tablespoon olive oil.', 'Preheat oven to 450°F with a rack in the middle.', 'Place chicken on ovenproof dish or sheet pan, cover with foil and bake for 15 minutes.', 'Remove foil and let the chicken bake for another 15 minutes.', 'Increase heat to 500°F and bring oven to broil. Broil chicken for 5 - 10 minutes. The exact time will depend on the type of chicken you are using.']",5,40,180,2
Easy Pakistani Style Chicken Drumsticks,meat and poultry,"['½ cup whole milk yogurt lightly whisked', '2 teaspoon Kashmiri red chili powder or 1 teaspoon cayenne red pepper', '1 teaspoon salt or to taste', '1 teaspoon garam masala powder', '1 tablespoon crushed ginger', '1 tablespoon crushed garlic', '1 tablespoon lemon juice', '6 skinless chicken drumsticks or roughly 1 pound bone-in chicken pieces', '1 tablespoon olive oil']","['Add whisked yogurt, chili powder, salt, garam masala powder, lemon juice, crushed ginger and garlic to a medium size bowl and mix well.', 'Make diagonal slits in the chicken and coat in yogurt marinade. Cover and refrigerate for 3 hours or overnight.', 'Grease ovenproof dish or sheet pan with roughly 1 tablespoon olive oil.', 'Preheat oven to 450°F with a rack in the middle.', 'Place chicken on ovenproof dish or sheet pan, cover with foil and bake for 15 minutes.', 'Remove foil and let the chicken bake for another 15 minutes.', 'Increase heat to 500°F and bring oven to broil. Broil chicken for 5 - 10 minutes. The exact time will depend on the type of chicken you are using.']",5,40,180,2
Easy Pakistani Style Chicken Drumsticks,sides,"['½ cup whole milk yogurt lightly whisked', '2 teaspoon Kashmiri red chili powder or 1 teaspoon cayenne red pepper', '1 teaspoon salt or to taste', '1 teaspoon garam masala powder', '1 tablespoon crushed ginger', '1 tablespoon crushed garlic', '1 tablespoon lemon juice', '6 skinless chicken drumsticks or roughly 1 pound bone-in chicken pieces', '1 tablespoon olive oil']","['Add whisked yogurt, chili powder, salt, garam masala powder, lemon juice, crushed ginger and garlic to a medium size bowl and mix well.', 'Make diagonal slits in the chicken and coat in yogurt marinade. Cover and refrigerate for 3 hours or overnight.', 'Grease ovenproof dish or sheet pan with roughly 1 tablespoon olive oil.', 'Preheat oven to 450°F with a rack in the middle.', 'Place chicken on ovenproof dish or sheet pan, cover with foil and bake for 15 minutes.', 'Remove foil and let the chicken bake for another 15 minutes.', 'Increase heat to 500°F and bring oven to broil. Broil chicken for 5 - 10 minutes. The exact time will depend on the type of chicken you are using.']",5,40,180,2
Frontier Style Fried Fish,mains,"['1 ½ pound fish fillet, preferably freshwater trout  cleaned and sliced in 4 pieces lengthwise', '1 tsp  salt or to taste', '2 teaspoon red chili powder', '¾ cup oil or as needed canola, vegetable or sunflower']","['Pat your fish fillet dry with a paper towel. Generously season it with salt and red chili powder and set aside to marinade for 15 minutes.', 'In a deep saucepan or wok, heat oil. When hot, carefully place the fish fillet in the wok with a slotted spoon and fry each side for about two minutes or until golden brown.', 'Drain on paper towels or newspaper.', 'Serve with naan and lime or lemon wedges.']",20,10,30,4
Frontier Style Fried Fish,seafood,"['1 ½ pound fish fillet, preferably freshwater trout  cleaned and sliced in 4 pieces lengthwise', '1 tsp  salt or to taste', '2 teaspoon red chili powder', '¾ cup oil or as needed canola, vegetable or sunflower']","['Pat your fish fillet dry with a paper towel. Generously season it with salt and red chili powder and set aside to marinade for 15 minutes.', 'In a deep saucepan or wok, heat oil. When hot, carefully place the fish fillet in the wok with a slotted spoon and fry each side for about two minutes or until golden brown.', 'Drain on paper towels or newspaper.', 'Serve with naan and lime or lemon wedges.']",20,10,30,4
Gawar Sabzi (Green Beans with Potatoes),mains,"['¼ cup neutral oil  canola/sunflower/vegetable', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon cumin seeds', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', 'Salt to taste', '½ teaspoon red chili powder preferably Kashmiri red chili powder', '½ teaspoon turmeric powder', '2 roma tomatoes diced', '12 ounce gawar or any variety of green beans sliced crosswise, roughly 1-inch thick', '2 large potatoes peeled and diced']","['Heat oil in a saucepan and add cumin seeds. Fry until aromatic.', 'Add onions and sauté on medium heat for 5 to 7 minutes until soft and translucent.', 'Lower heat and add crushed ginger and garlic. Fry for 30 seconds or until fragrant.', 'Add diced tomatoes, salt and ground spices (turmeric and red chili powder). Increase heat to high and fry until the tomatoes soften, about 5-7 minutes.', 'Add chopped green beans and mix well.', 'Add the diced potatoes and continue to sauté on high heat for 5-7 minutes.', 'Lower heat to medium, cover the pan with a tight fitting lid and let the potatoes steam until ready.', 'Remove from heat. Serve with roti or daal chawal.']",15,30,45,4
Gawar Sabzi (Green Beans with Potatoes),sides,"['¼ cup neutral oil  canola/sunflower/vegetable', '1 small yellow or red onion thinly sliced in half rings', '½ teaspoon cumin seeds', '½ teaspoon crushed ginger', '½ teaspoon crushed garlic', 'Salt to taste', '½ teaspoon red chili powder preferably Kashmiri red chili powder', '½ teaspoon turmeric powder', '2 roma tomatoes diced', '12 ounce gawar or any variety of green beans sliced crosswise, roughly 1-inch thick', '2 large potatoes peeled and diced']","['Heat oil in a saucepan and add cumin seeds. Fry until aromatic.', 'Add onions and sauté on medium heat for 5 to 7 minutes until soft and translucent.', 'Lower heat and add crushed ginger and garlic. Fry for 30 seconds or until fragrant.', 'Add diced tomatoes, salt and ground spices (turmeric and red chili powder). Increase heat to high and fry until the tomatoes soften, about 5-7 minutes.', 'Add chopped green beans and mix well.', 'Add the diced potatoes and continue to sauté on high heat for 5-7 minutes.', 'Lower heat to medium, cover the pan with a tight fitting lid and let the potatoes steam until ready.', 'Remove from heat. Serve with roti or daal chawal.']",15,30,45,4
Gobi Gosht (Mutton with Cauliflower),mains,"['1 pound (~500 grams) goat/lamb meat  cut in small pieces', '2½ teaspoon salt  or to taste', '¾ cup neutral oil canola, sunflower or vegetable', '2 small (~3-5 ounces/100-150 grams) yellow or red onions  thinly sliced', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 bird’s eye chili finely chopped, optional', '3 (~3-5 ounces/100-150 grams) roma tomatoes diced', '1 teaspoon red chili powder']","['Place meat in a colander and rub with 1 teaspoon of salt. Set aside.', 'Heat heavy bottom pot and add ½ cup oil. Once hot, add sliced onion and sauté until evenly brown, roughly 7-10 minutes.', 'Add crushed ginger and garlic, and bird’s eye chili (if using). Stir for roughly 30 seconds to 1 minute until fragrant.', 'Add meat and stir on high heat until no longer pink for about 5-7 minutes.', 'Add tomatoes, red chili powder, ½ teaspoon of salt and whole garam masala (cumin seeds, cloves, peppercorn, green and black cardamom). Stir until well-mixed.', 'Add 2 ½ cups water and bring to boil. Lower to simmer and cover. Cook until the meat is tender about 2 – 2 ½ hours.', 'While the meat is cooking, begin to get the cauliflower ready. In a large wok or frying pan, heat remaining ¼ cup oil. Once hot, add cauliflower, ½ teaspoon of salt, and pepper. Sauté until just slightly brown and evenly cooked, about 5 - 7 minutes.', 'Once the meat is tender, carefully remove the lid and add cauliflower. Increase heat to high, and stir until the cauliflower has absorbed the masala and the oil begins to separate from the spices. Remove from heat.', 'Carefully place gobi gosht into a serving bowl. Garnish with diced cilantro and chilies, and dust with garam masala powder.']",10,120,120,6
Gobi Gosht (Mutton with Cauliflower),meat and poultry,"['1 pound (~500 grams) goat/lamb meat  cut in small pieces', '2½ teaspoon salt  or to taste', '¾ cup neutral oil canola, sunflower or vegetable', '2 small (~3-5 ounces/100-150 grams) yellow or red onions  thinly sliced', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 bird’s eye chili finely chopped, optional', '3 (~3-5 ounces/100-150 grams) roma tomatoes diced', '1 teaspoon red chili powder']","['Place meat in a colander and rub with 1 teaspoon of salt. Set aside.', 'Heat heavy bottom pot and add ½ cup oil. Once hot, add sliced onion and sauté until evenly brown, roughly 7-10 minutes.', 'Add crushed ginger and garlic, and bird’s eye chili (if using). Stir for roughly 30 seconds to 1 minute until fragrant.', 'Add meat and stir on high heat until no longer pink for about 5-7 minutes.', 'Add tomatoes, red chili powder, ½ teaspoon of salt and whole garam masala (cumin seeds, cloves, peppercorn, green and black cardamom). Stir until well-mixed.', 'Add 2 ½ cups water and bring to boil. Lower to simmer and cover. Cook until the meat is tender about 2 – 2 ½ hours.', 'While the meat is cooking, begin to get the cauliflower ready. In a large wok or frying pan, heat remaining ¼ cup oil. Once hot, add cauliflower, ½ teaspoon of salt, and pepper. Sauté until just slightly brown and evenly cooked, about 5 - 7 minutes.', 'Once the meat is tender, carefully remove the lid and add cauliflower. Increase heat to high, and stir until the cauliflower has absorbed the masala and the oil begins to separate from the spices. Remove from heat.', 'Carefully place gobi gosht into a serving bowl. Garnish with diced cilantro and chilies, and dust with garam masala powder.']",10,120,120,6
Kaali Daal (Black Lentils),lentils,"['1 cup black lentils rinsed (they are sometimes called green lentils in American stores)', '1 teaspoon salt or to taste', '¼ medium-sized yellow onion thinly sliced in half rings', '½ teaspoon black pepper or to taste', '2 teaspoon red chili powder (preferably Kashmiri red chili powder)', '½ teaspoon turmeric powder']","['Add the lentils to a medium-sized sauce pan, add 5 cups water and bring to a boil.', 'Once the water has come to a boil, add ½ of the onion, turmeric, red chili powder, salt and pepper.', 'Give the daal a quick stir, cover it with a lid and let it cook undisturbed for 35-40 minutes, until soft.', 'About 20 minutes in, start getting the tadka (tempering) ready. Heat oil in a frying pan. Once it begins to shimmer, add the remaining chopped onion. Fry on high heat until it starts to brown. Add the garlic and fry until it slightly changes color. Add cumin seeds and stir until fragrant (while keeping an eye on the onions and garlic, making sure they don’t burn). Add chilies and fry for a few seconds. Remove from heat.', ""Once the tadka is ready, check your daal to see if it's done. If the lentils are soft, remove from stove and place daal in serving dish. Pour the tadka (including the oil) over it."", 'Serve with rice and achaar (pickles).']",10,50,60,4
Kaali Daal (Black Lentils),mains,"['1 cup black lentils rinsed (they are sometimes called green lentils in American stores)', '1 teaspoon salt or to taste', '¼ medium-sized yellow onion thinly sliced in half rings', '½ teaspoon black pepper or to taste', '2 teaspoon red chili powder (preferably Kashmiri red chili powder)', '½ teaspoon turmeric powder']","['Add the lentils to a medium-sized sauce pan, add 5 cups water and bring to a boil.', 'Once the water has come to a boil, add ½ of the onion, turmeric, red chili powder, salt and pepper.', 'Give the daal a quick stir, cover it with a lid and let it cook undisturbed for 35-40 minutes, until soft.', 'About 20 minutes in, start getting the tadka (tempering) ready. Heat oil in a frying pan. Once it begins to shimmer, add the remaining chopped onion. Fry on high heat until it starts to brown. Add the garlic and fry until it slightly changes color. Add cumin seeds and stir until fragrant (while keeping an eye on the onions and garlic, making sure they don’t burn). Add chilies and fry for a few seconds. Remove from heat.', ""Once the tadka is ready, check your daal to see if it's done. If the lentils are soft, remove from stove and place daal in serving dish. Pour the tadka (including the oil) over it."", 'Serve with rice and achaar (pickles).']",10,50,60,4
Kaali Daal (Black Lentils),sides,"['1 cup black lentils rinsed (they are sometimes called green lentils in American stores)', '1 teaspoon salt or to taste', '¼ medium-sized yellow onion thinly sliced in half rings', '½ teaspoon black pepper or to taste', '2 teaspoon red chili powder (preferably Kashmiri red chili powder)', '½ teaspoon turmeric powder']","['Add the lentils to a medium-sized sauce pan, add 5 cups water and bring to a boil.', 'Once the water has come to a boil, add ½ of the onion, turmeric, red chili powder, salt and pepper.', 'Give the daal a quick stir, cover it with a lid and let it cook undisturbed for 35-40 minutes, until soft.', 'About 20 minutes in, start getting the tadka (tempering) ready. Heat oil in a frying pan. Once it begins to shimmer, add the remaining chopped onion. Fry on high heat until it starts to brown. Add the garlic and fry until it slightly changes color. Add cumin seeds and stir until fragrant (while keeping an eye on the onions and garlic, making sure they don’t burn). Add chilies and fry for a few seconds. Remove from heat.', ""Once the tadka is ready, check your daal to see if it's done. If the lentils are soft, remove from stove and place daal in serving dish. Pour the tadka (including the oil) over it."", 'Serve with rice and achaar (pickles).']",10,50,60,4
Kadhi Pakora (Yogurt Curry with Fritters),mains,"['1 ½ cup besan gram flour', '½ teaspoon red chili powder', '½ teaspoon salt or to taste', '½ teaspoon coriander seeds toasted and ground', '¼ teaspoon baking soda', '1 small red onion diced', '4 green chilies  finely chopped', '½ cup oil canola/vegetable/sunflower']","[""To get started on the pakoras, mix in 1 ½ cup besan (gram flour), ½ teaspoon red chili powder, salt, coriander seeds, and baking soda. Slowly add roughly ⅔ cup water, gradually folding it in with the dry ingredients with a spoon. You don't want the batter to get too watery. Let it sit for 10 minutes."", ""Fold the chopped red onion and green chilies in with the batter. Check to see if the batter is thick enough to hold them. If it's too watery, add more flour."", ""Heat a small saucepan. Add ½ cup of oil. Once hot, take individual tablespoons of the batter and place inside the pan. Make sure you don't overcrowd the pan - fry in batches if needed. The pakoras should float up. If they do not, let the oil heat for a few seconds more. Move the pakoras occasionally to make sure they are not sticking. Flip when the side becomes golden brown. Drain on paper towel."", 'For the kadhi batter, add the yogurt, ½ cup besan (gram flour), red chili powder, turmeric powder and 6 cups of water to a blender. Blend until smooth.', 'Heat ¼ cup oil in a large pot. Add the fenugreek seeds.', 'When they start popping, add the chopped onion and fry on medium heat till translucent, about 5 minutes.', 'Add crushed ginger and garlic, and fry for 30 seconds.', 'If using, add diced tomato. Increase heat and continue to stir till the tomato softens. This step is optional.', 'Once the tomato breaks down and becomes paste-like, add in the kadhi batter. While stirring constantly, bring the kadhi to a boil. This prevents the yogurt from curdling. Lower heat and let the kadhi simmer for roughly 20 minutes, uncovered.', 'Add salt.', 'Add the pakoras to the kadhi, and let it simmer for another 10 minutes. Remove from heat.', 'When the kadhi is about done, start getting the tadka ready. Heat 2 tablespoon oil in a non-stick pan. Add cumin seeds and fry on medium heat until the color darkens slightly. Add the kadi pata, stir for a few seconds, and then add the chilies. Stir for a few seconds till they change color slightly. Remove from heat.', 'Pour the tadka with the oil on top of the kadhi, and serve with rice.']",30,60,120,6
Kadhi Pakora (Yogurt Curry with Fritters),vegetarian mains,"['1 ½ cup besan gram flour', '½ teaspoon red chili powder', '½ teaspoon salt or to taste', '½ teaspoon coriander seeds toasted and ground', '¼ teaspoon baking soda', '1 small red onion diced', '4 green chilies  finely chopped', '½ cup oil canola/vegetable/sunflower']","[""To get started on the pakoras, mix in 1 ½ cup besan (gram flour), ½ teaspoon red chili powder, salt, coriander seeds, and baking soda. Slowly add roughly ⅔ cup water, gradually folding it in with the dry ingredients with a spoon. You don't want the batter to get too watery. Let it sit for 10 minutes."", ""Fold the chopped red onion and green chilies in with the batter. Check to see if the batter is thick enough to hold them. If it's too watery, add more flour."", ""Heat a small saucepan. Add ½ cup of oil. Once hot, take individual tablespoons of the batter and place inside the pan. Make sure you don't overcrowd the pan - fry in batches if needed. The pakoras should float up. If they do not, let the oil heat for a few seconds more. Move the pakoras occasionally to make sure they are not sticking. Flip when the side becomes golden brown. Drain on paper towel."", 'For the kadhi batter, add the yogurt, ½ cup besan (gram flour), red chili powder, turmeric powder and 6 cups of water to a blender. Blend until smooth.', 'Heat ¼ cup oil in a large pot. Add the fenugreek seeds.', 'When they start popping, add the chopped onion and fry on medium heat till translucent, about 5 minutes.', 'Add crushed ginger and garlic, and fry for 30 seconds.', 'If using, add diced tomato. Increase heat and continue to stir till the tomato softens. This step is optional.', 'Once the tomato breaks down and becomes paste-like, add in the kadhi batter. While stirring constantly, bring the kadhi to a boil. This prevents the yogurt from curdling. Lower heat and let the kadhi simmer for roughly 20 minutes, uncovered.', 'Add salt.', 'Add the pakoras to the kadhi, and let it simmer for another 10 minutes. Remove from heat.', 'When the kadhi is about done, start getting the tadka ready. Heat 2 tablespoon oil in a non-stick pan. Add cumin seeds and fry on medium heat until the color darkens slightly. Add the kadi pata, stir for a few seconds, and then add the chilies. Stir for a few seconds till they change color slightly. Remove from heat.', 'Pour the tadka with the oil on top of the kadhi, and serve with rice.']",30,60,120,6
Kali Mirch Chicken (Black Pepper Chicken),mains,"['½ cup neutral oil canola/sunflower/vegetable', '1 teaspoon crushed garlic', '2 pounds (~1 kg) whole chicken cut in small parts', '2 teaspoon salt  or to taste', '1 medium yellow onion thinly sliced in half rings', '2 teaspoon crushed ginger', '1 teaspoon cumin powder', '2 teaspoon coriander powder', '1 tablespoon black pepper', '½ cup full-fat yogurt', '⅛ teaspoon garam masala powder for garnish (optional)', '1- inch ginger julienned for garnish (optional)', ""2 bird's eye chiles thinly sliced for garnish (optional)""]","['Heat oil in a wok or karahi and add crushed garlic. Fry on low heat for 30 seconds or until fragrant.', 'Increase heat to high, and add chicken and salt. Sear until no longer pink.', 'Add crushed ginger, sliced onion and ½ cup of water. Bring to boil, then lower to simmer. Cook uncovered until the chicken is tender and most of the water has evaporated, about 25-30 minutes.', 'Add yogurt, cumin powder, coriander powder and black pepper. Stir continuously on medium heat for about 5-7 minutes or until the chicken is well-coated in spices and the oil begins to separate from the dish.', 'Remove from heat. Garnish with julienned ginger, chili and a pinch of garam masala powder. Serve with roti or naan.']",20,40,60,6
Kali Mirch Chicken (Black Pepper Chicken),meat and poultry,"['½ cup neutral oil canola/sunflower/vegetable', '1 teaspoon crushed garlic', '2 pounds (~1 kg) whole chicken cut in small parts', '2 teaspoon salt  or to taste', '1 medium yellow onion thinly sliced in half rings', '2 teaspoon crushed ginger', '1 teaspoon cumin powder', '2 teaspoon coriander powder', '1 tablespoon black pepper', '½ cup full-fat yogurt', '⅛ teaspoon garam masala powder for garnish (optional)', '1- inch ginger julienned for garnish (optional)', ""2 bird's eye chiles thinly sliced for garnish (optional)""]","['Heat oil in a wok or karahi and add crushed garlic. Fry on low heat for 30 seconds or until fragrant.', 'Increase heat to high, and add chicken and salt. Sear until no longer pink.', 'Add crushed ginger, sliced onion and ½ cup of water. Bring to boil, then lower to simmer. Cook uncovered until the chicken is tender and most of the water has evaporated, about 25-30 minutes.', 'Add yogurt, cumin powder, coriander powder and black pepper. Stir continuously on medium heat for about 5-7 minutes or until the chicken is well-coated in spices and the oil begins to separate from the dish.', 'Remove from heat. Garnish with julienned ginger, chili and a pinch of garam masala powder. Serve with roti or naan.']",20,40,60,6
Khagina (Scrambled Eggs with Potatoes),breakfast,"['4 tablespoon neutral oil canola/sunflower/vegetable', '¼ onion (roughly 2 ounce or 57 grams)  roughly diced', '½ teaspoon turmeric powder', '1 teaspoon red chili powder preferably Kashmiri red chili powder', '1 small potato (roughly 4 ounce or 113 grams) thinly sliced', '1 roma tomato (roughly 2 ounce or 57 grams) roughly diced', '½ bird’s eye chili finely chopped', 'Salt to taste', '4 eggs lightly beaten', '½ cup cilantro finely chopped']","['In a nonstick skillet, heat oil. Once it begins to shimmer, add chopped onion and fry on medium heat until translucent, about 5-7 minutes.', 'Add turmeric powder and red chili powder, and fry on medium-low heat until fragrant.', 'Raise heat to medium-high. Add chopped potatoes, tomato and green chili, and begin to fry until the mixture is well-coated in the masala, and potatoes are done, roughly 10 minutes.', 'Lower heat to medium, and add eggs and cilantro. Moving quickly, break the eggs with your spatula as they are setting to form small, soft curds. Remove from heat if necessary to prevent eggs from overcooking.', 'Remove from heat and serve immediately with roti or any bread of your choice.']",10,20,30,4
Khagina (Scrambled Eggs with Potatoes),mains,"['4 tablespoon neutral oil canola/sunflower/vegetable', '¼ onion (roughly 2 ounce or 57 grams)  roughly diced', '½ teaspoon turmeric powder', '1 teaspoon red chili powder preferably Kashmiri red chili powder', '1 small potato (roughly 4 ounce or 113 grams) thinly sliced', '1 roma tomato (roughly 2 ounce or 57 grams) roughly diced', '½ bird’s eye chili finely chopped', 'Salt to taste', '4 eggs lightly beaten', '½ cup cilantro finely chopped']","['In a nonstick skillet, heat oil. Once it begins to shimmer, add chopped onion and fry on medium heat until translucent, about 5-7 minutes.', 'Add turmeric powder and red chili powder, and fry on medium-low heat until fragrant.', 'Raise heat to medium-high. Add chopped potatoes, tomato and green chili, and begin to fry until the mixture is well-coated in the masala, and potatoes are done, roughly 10 minutes.', 'Lower heat to medium, and add eggs and cilantro. Moving quickly, break the eggs with your spatula as they are setting to form small, soft curds. Remove from heat if necessary to prevent eggs from overcooking.', 'Remove from heat and serve immediately with roti or any bread of your choice.']",10,20,30,4
Masoor Ki Daal (Red Lentils),lentils,"['1 cup red split masoor lentils', '2 cups water  + more as needed', '1 teaspoon red chili flakes or red chili powder', '½ teaspoon turmeric powder', '1 teaspoon salt or to taste', '1 small onion finely sliced in half moons for the tadka or tempering (optional)', '4 tablespoon canola, sunflower or vegetable oil (optional)']","['Wash lentils till the water runs clear', 'Add the lentils, spices and water to a medium-sized stockpot, and bring to a quick boil', 'Bring the heat down and let the daal simmer', 'When the lentils have absorbed the water (after about 10 minutes), stir the daal with a wooden spoon, pushing it down to achieve desired consistency', 'Add 1-2 cups of hot water (depending on how thin or thick you want your daal to be), stir to mix and let it simmer for another 5 – 10 minutes (again, depending on the consistency you want)', 'To prepare the tadka, in a frying pan heat 4 tablespoon of oil. Add chopped onion and fry on medium heat till it’s golden brown', 'Place daal in serving bowl and pour over the tadka with the oil']",5,25,30,4
Masoor Ki Daal (Red Lentils),mains,"['1 cup red split masoor lentils', '2 cups water  + more as needed', '1 teaspoon red chili flakes or red chili powder', '½ teaspoon turmeric powder', '1 teaspoon salt or to taste', '1 small onion finely sliced in half moons for the tadka or tempering (optional)', '4 tablespoon canola, sunflower or vegetable oil (optional)']","['Wash lentils till the water runs clear', 'Add the lentils, spices and water to a medium-sized stockpot, and bring to a quick boil', 'Bring the heat down and let the daal simmer', 'When the lentils have absorbed the water (after about 10 minutes), stir the daal with a wooden spoon, pushing it down to achieve desired consistency', 'Add 1-2 cups of hot water (depending on how thin or thick you want your daal to be), stir to mix and let it simmer for another 5 – 10 minutes (again, depending on the consistency you want)', 'To prepare the tadka, in a frying pan heat 4 tablespoon of oil. Add chopped onion and fry on medium heat till it’s golden brown', 'Place daal in serving bowl and pour over the tadka with the oil']",5,25,30,4
Matar Pulao (Vegan Pilaf with Peas),bread and rice,"['⅓ cup oil canola/sunflower/vegetable', '1 medium yellow onion sliced in half rings', '1 teaspoon crushed ginger', '1 teaspoon crushed garlic', '1 black cardamom', '1- inch cinnamon stick', '1 bay leaf', '½ teaspoon black peppercorns', '½ teaspoon cumin seeds', '1 cup  peas', '2 teaspoons salt or to taste', '2 cups rice']","['Heat oil in a stockpot and add onions. Fry on medium-low heat until they are a medium golden brown, about 12 minutes.', 'Add crushed ginger and garlic, and fry for 30 seconds.', 'Add whole spices (cardamom, cinnamon stick, bay leaf, black peppercorns, cumin seeds) and fry for 1 minute.', 'Add peas and fry for a few seconds.', 'Add 4 cups water, salt and rice. Bring to boil.', 'Lower to a simmer, and let the water boil out, about 10 minutes.', 'Once the water has boiled out, remove from heat. Wrap a tight-fitting lid with a cloth and place it firmly on the pot. Bring the dial back to the lowest point and let the rice steam for 12 minutes.', 'Remove from heat, place in serving dish and fluff the rice with a fork.']",5,40,45,4
